"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue May 19 08:03:00 UTC 2026","Tue May 19 08:05:46 UTC 2026","165915","","","","","","Home Page - Navigate to cars booking page",""
"broken","Tue May 19 07:58:19 UTC 2026","Tue May 19 08:01:25 UTC 2026","186113","","","","","","Home Page - Navigate to refund policy page",""
"broken","Tue May 19 07:57:29 UTC 2026","Tue May 19 08:00:15 UTC 2026","165162","","","","","","Home Page - Navigate to contact us page",""
"broken","Tue May 19 07:39:57 UTC 2026","Tue May 19 07:42:54 UTC 2026","176581","","","","","","Home Page - Navigate to customer signup page",""
"broken","Tue May 19 07:49:09 UTC 2026","Tue May 19 07:51:58 UTC 2026","168184","","","","","","Home Page - Navigate to tours booking page",""
"broken","Tue May 19 07:42:54 UTC 2026","Tue May 19 07:46:02 UTC 2026","188342","","","","","","Home Page - Navigate to careers page",""
"broken","Tue May 19 06:55:41 UTC 2026","Tue May 19 06:58:38 UTC 2026","177431","","","","","","Customer Signup - Password field validation on customer signup",""
"broken","Tue May 19 07:58:43 UTC 2026","Tue May 19 08:01:51 UTC 2026","188092","","","","","","Home Page - Change language to Russian",""
"broken","Tue May 19 08:04:57 UTC 2026","Tue May 19 08:08:00 UTC 2026","183064","","","","","","Home Page - Navigate to disruptions page",""
"broken","Tue May 19 06:55:29 UTC 2026","Tue May 19 06:58:25 UTC 2026","176570","","","","","","Agent Signup - Email field validation on agent signup",""
"failed","Tue May 19 07:58:08 UTC 2026","Tue May 19 07:58:19 UTC 2026","11281","","","","","","Home Page - All quick search tabs are visible",""
"broken","Tue May 19 06:55:29 UTC 2026","Tue May 19 06:58:26 UTC 2026","176875","","","","","","Agent Signup - Password field validation on agent signup",""
